device_id,event_time,value
device_5,2026-04-22T06:26:55.275407,56.41
device_5,2026-04-22T06:25:55.275407,54.82
device_5,2026-04-22T06:24:55.275407,50.4
device_5,2026-04-22T06:23:55.275407,51.11
device_5,2026-04-22T06:22:55.275407,63.51
device_5,2026-04-22T06:21:55.275407,61.29
device_5,2026-04-22T06:20:55.275407,57.62
device_5,2026-04-22T06:19:55.275407,54.58
device_5,2026-04-22T06:18:55.275407,51.3
device_5,2026-04-22T06:17:55.275407,63.26
device_5,2026-04-22T06:16:55.275407,55.34
device_5,2026-04-22T06:15:55.275407,57.45
device_5,2026-04-22T06:14:55.275407,56.26
device_5,2026-04-22T06:13:55.275407,51.42
device_5,2026-04-22T06:12:55.275407,52.78
device_5,2026-04-22T06:11:55.275407,56.15
device_5,2026-04-22T06:10:55.275407,49.12
device_5,2026-04-22T06:09:55.275407,45.53
device_5,2026-04-22T06:08:55.275407,59.29
device_5,2026-04-22T06:07:55.275407,52.08
device_5,2026-04-22T06:06:55.275407,48.51
device_5,2026-04-22T06:05:55.275407,52.68
device_5,2026-04-22T06:04:55.275407,51.58
device_5,2026-04-22T06:03:55.275407,47.57
device_5,2026-04-22T06:02:55.275407,53.63
device_5,2026-04-22T06:01:55.275407,50.05
device_5,2026-04-22T06:00:55.275407,55.64
device_5,2026-04-22T05:59:55.275407,56.1
device_5,2026-04-22T05:58:55.275407,57.08
device_5,2026-04-22T05:57:55.275407,61.8
device_5,2026-04-22T05:56:55.275407,61.56
device_5,2026-04-22T05:55:55.275407,51.3
device_5,2026-04-22T05:54:55.275407,59.82
device_5,2026-04-22T05:53:55.275407,54.7
device_5,2026-04-22T05:52:55.275407,53.76
device_5,2026-04-22T05:51:55.275407,53.59
device_5,2026-04-22T05:50:55.275407,51.71
device_5,2026-04-22T05:49:55.275407,53.59
device_5,2026-04-22T05:48:55.275407,62.81
device_6,2026-04-22T06:37:55.275407,57.13
device_6,2026-04-22T06:36:55.275407,59.98
device_6,2026-04-22T06:35:55.275407,52.81
device_6,2026-04-22T06:34:55.275407,48.77
device_6,2026-04-22T06:33:55.275407,52.76
device_6,2026-04-22T06:32:55.275407,51.54
device_6,2026-04-22T06:31:55.275407,57.68
device_6,2026-04-22T06:30:55.275407,54.82
device_6,2026-04-22T06:29:55.275407,51.91
device_6,2026-04-22T06:28:55.275407,51.81
device_6,2026-04-22T06:27:55.275407,51.44
device_6,2026-04-22T06:26:55.275407,56.18
device_6,2026-04-22T06:25:55.275407,48.86
device_6,2026-04-22T06:24:55.275407,57.57
device_6,2026-04-22T06:23:55.275407,56.88
device_6,2026-04-22T06:22:55.275407,56.92
device_6,2026-04-22T06:21:55.275407,59.35
device_6,2026-04-22T06:20:55.275407,55.22
device_6,2026-04-22T06:19:55.275407,48.46
device_6,2026-04-22T06:18:55.275407,55.66
device_6,2026-04-22T06:17:55.275407,54.98
device_6,2026-04-22T06:16:55.275407,50.25
device_6,2026-04-22T06:15:55.275407,55.83
device_6,2026-04-22T06:14:55.275407,48.7
device_6,2026-04-22T06:13:55.275407,60.33
device_6,2026-04-22T06:12:55.275407,60.61
device_6,2026-04-22T06:11:55.275407,54.14
device_6,2026-04-22T06:10:55.275407,58.35
device_6,2026-04-22T06:09:55.275407,56.68
device_6,2026-04-22T06:08:55.275407,56.47
device_6,2026-04-22T06:07:55.275407,55.73
device_6,2026-04-22T06:06:55.275407,59.75
device_6,2026-04-22T06:05:55.275407,55.79
device_6,2026-04-22T06:04:55.275407,51.4
device_6,2026-04-22T06:03:55.275407,53.0
device_6,2026-04-22T06:02:55.275407,50.12
device_6,2026-04-22T06:01:55.275407,58.98
device_6,2026-04-22T06:00:55.275407,56.63
device_6,2026-04-22T05:59:55.275407,53.88
device_6,2026-04-22T05:58:55.275407,49.67
device_6,2026-04-22T05:57:55.275407,53.07
device_6,2026-04-22T05:56:55.275407,49.57
device_6,2026-04-22T05:55:55.275407,56.94
device_6,2026-04-22T05:54:55.275407,58.72
device_6,2026-04-22T05:53:55.275407,52.29
device_6,2026-04-22T05:52:55.275407,56.0
device_6,2026-04-22T05:51:55.275407,54.4
device_6,2026-04-22T05:50:55.275407,55.56
device_6,2026-04-22T05:49:55.275407,51.92
device_6,2026-04-22T05:48:55.275407,53.49
device_7,2026-04-22T06:37:55.275407,53.24
device_7,2026-04-22T06:36:55.275407,54.14
device_7,2026-04-22T06:35:55.275407,56.85
device_7,2026-04-22T06:34:55.275407,52.88
device_7,2026-04-22T06:33:55.275407,56.38
device_7,2026-04-22T06:32:55.275407,54.77
device_7,2026-04-22T06:31:55.275407,58.75
device_7,2026-04-22T06:30:55.275407,59.86
device_7,2026-04-22T06:29:55.275407,51.05
device_7,2026-04-22T06:28:55.275407,53.83
device_7,2026-04-22T06:27:55.275407,47.66
device_7,2026-04-22T06:26:55.275407,55.94
device_7,2026-04-22T06:25:55.275407,54.34
device_7,2026-04-22T06:24:55.275407,53.05
device_7,2026-04-22T06:23:55.275407,60.08
device_7,2026-04-22T06:22:55.275407,54.86
device_7,2026-04-22T06:21:55.275407,48.17
device_7,2026-04-22T06:20:55.275407,55.16
device_7,2026-04-22T06:19:55.275407,54.47
device_7,2026-04-22T06:18:55.275407,51.89
device_7,2026-04-22T06:17:55.275407,46.81
device_7,2026-04-22T06:16:55.275407,58.82
device_7,2026-04-22T06:15:55.275407,52.83
device_7,2026-04-22T06:14:55.275407,51.72
device_7,2026-04-22T06:13:55.275407,63.49
device_7,2026-04-22T06:12:55.275407,60.42
device_7,2026-04-22T06:11:55.275407,49.36
device_7,2026-04-22T06:10:55.275407,54.57
device_7,2026-04-22T06:09:55.275407,54.76
device_7,2026-04-22T06:08:55.275407,62.7
device_7,2026-04-22T06:07:55.275407,60.4
device_7,2026-04-22T06:06:55.275407,51.56
device_7,2026-04-22T06:05:55.275407,57.48
device_7,2026-04-22T06:04:55.275407,58.55
device_7,2026-04-22T06:03:55.275407,56.88
device_7,2026-04-22T06:02:55.275407,58.37
device_7,2026-04-22T06:01:55.275407,54.27
device_7,2026-04-22T06:00:55.275407,57.79
device_7,2026-04-22T05:59:55.275407,57.68
device_7,2026-04-22T05:58:55.275407,56.42
device_7,2026-04-22T05:57:55.275407,51.85
device_7,2026-04-22T05:56:55.275407,59.55
device_7,2026-04-22T05:55:55.275407,58.28
device_7,2026-04-22T05:54:55.275407,62.7
device_7,2026-04-22T05:53:55.275407,54.38
device_7,2026-04-22T05:52:55.275407,50.81
device_7,2026-04-22T05:51:55.275407,52.7
device_7,2026-04-22T05:50:55.275407,46.25
device_7,2026-04-22T05:49:55.275407,61.14
device_7,2026-04-22T05:48:55.275407,57.23
device_8,2026-04-22T06:37:55.275407,62.89
device_8,2026-04-22T06:36:55.275407,59.13
device_8,2026-04-22T06:35:55.275407,52.63
device_8,2026-04-22T06:34:55.275407,55.29
device_8,2026-04-22T06:33:55.275407,53.25
device_8,2026-04-22T06:32:55.275407,56.44
device_8,2026-04-22T06:31:55.275407,46.29
device_8,2026-04-22T06:30:55.275407,55.18
device_8,2026-04-22T06:29:55.275407,58.28
device_8,2026-04-22T06:28:55.275407,55.03
device_8,2026-04-22T06:27:55.275407,59.59
device_8,2026-04-22T06:26:55.275407,61.82
device_8,2026-04-22T06:25:55.275407,54.21
device_8,2026-04-22T06:24:55.275407,50.18
device_8,2026-04-22T06:23:55.275407,60.24
device_8,2026-04-22T06:22:55.275407,55.11
device_8,2026-04-22T06:21:55.275407,55.06
device_8,2026-04-22T06:20:55.275407,59.12
device_8,2026-04-22T06:19:55.275407,55.11
device_8,2026-04-22T06:18:55.275407,54.07
device_8,2026-04-22T06:17:55.275407,58.53
device_8,2026-04-22T06:16:55.275407,57.44
device_8,2026-04-22T06:15:55.275407,50.43
device_8,2026-04-22T06:14:55.275407,53.67
device_8,2026-04-22T06:13:55.275407,60.45
device_8,2026-04-22T06:12:55.275407,53.22
device_8,2026-04-22T06:11:55.275407,53.53
device_8,2026-04-22T06:10:55.275407,50.12
device_8,2026-04-22T06:09:55.275407,55.72
device_8,2026-04-22T06:08:55.275407,55.61
device_8,2026-04-22T06:07:55.275407,51.71
device_8,2026-04-22T06:06:55.275407,51.88
device_8,2026-04-22T06:05:55.275407,57.0
device_8,2026-04-22T06:04:55.275407,53.92
device_8,2026-04-22T06:03:55.275407,52.37
device_8,2026-04-22T06:02:55.275407,50.78
device_8,2026-04-22T06:01:55.275407,60.76
device_8,2026-04-22T06:00:55.275407,57.46
device_8,2026-04-22T05:59:55.275407,49.82
device_8,2026-04-22T05:58:55.275407,56.58
device_8,2026-04-22T05:57:55.275407,49.52
device_8,2026-04-22T05:56:55.275407,52.61
device_8,2026-04-22T05:55:55.275407,56.92
device_8,2026-04-22T05:54:55.275407,55.5
device_8,2026-04-22T05:53:55.275407,56.13
device_8,2026-04-22T05:52:55.275407,62.35
device_8,2026-04-22T05:51:55.275407,57.37
device_8,2026-04-22T05:50:55.275407,61.67
device_8,2026-04-22T05:49:55.275407,55.93
device_8,2026-04-22T05:48:55.275407,62.64
device_9,2026-04-22T06:37:55.275407,54.51
device_9,2026-04-22T06:36:55.275407,48.85
device_9,2026-04-22T06:35:55.275407,48.55
device_9,2026-04-22T06:34:55.275407,50.68
device_9,2026-04-22T06:33:55.275407,51.97
device_9,2026-04-22T06:32:55.275407,51.5
device_9,2026-04-22T06:31:55.275407,48.42
device_9,2026-04-22T06:30:55.275407,49.92
device_9,2026-04-22T06:29:55.275407,56.82
device_9,2026-04-22T06:28:55.275407,59.17
device_9,2026-04-22T06:27:55.275407,51.65
device_9,2026-04-22T06:26:55.275407,55.08
device_9,2026-04-22T06:25:55.275407,48.55
device_9,2026-04-22T06:24:55.275407,47.51
device_9,2026-04-22T06:23:55.275407,48.7
device_9,2026-04-22T06:22:55.275407,60.17
device_9,2026-04-22T06:21:55.275407,55.27
device_9,2026-04-22T06:20:55.275407,56.58
device_9,2026-04-22T06:19:55.275407,54.55
device_9,2026-04-22T06:18:55.275407,59.92
device_9,2026-04-22T06:17:55.275407,49.94
device_9,2026-04-22T06:16:55.275407,61.03
device_9,2026-04-22T06:15:55.275407,56.79
device_9,2026-04-22T06:14:55.275407,62.4
device_9,2026-04-22T06:13:55.275407,60.78
device_9,2026-04-22T06:12:55.275407,60.01
device_9,2026-04-22T06:11:55.275407,56.46
device_9,2026-04-22T06:10:55.275407,56.35
device_9,2026-04-22T06:09:55.275407,58.15
device_9,2026-04-22T06:08:55.275407,60.29
device_9,2026-04-22T06:07:55.275407,63.58
device_9,2026-04-22T06:06:55.275407,58.09
device_9,2026-04-22T06:05:55.275407,57.41
device_9,2026-04-22T06:04:55.275407,57.16
device_9,2026-04-22T06:03:55.275407,56.9
device_9,2026-04-22T06:02:55.275407,60.23
device_9,2026-04-22T06:01:55.275407,52.52
device_9,2026-04-22T06:00:55.275407,59.4
device_9,2026-04-22T05:59:55.275407,61.11
device_9,2026-04-22T05:58:55.275407,54.69
device_9,2026-04-22T05:57:55.275407,48.16
device_9,2026-04-22T05:56:55.275407,57.19
device_9,2026-04-22T05:55:55.275407,60.0
device_9,2026-04-22T05:54:55.275407,46.5
device_9,2026-04-22T05:53:55.275407,55.79
device_9,2026-04-22T05:52:55.275407,53.4
device_9,2026-04-22T05:51:55.275407,56.69
device_9,2026-04-22T05:50:55.275407,50.23
device_9,2026-04-22T05:49:55.275407,60.23
device_9,2026-04-22T05:48:55.275407,53.55
device_10,2026-04-22T06:37:55.275407,48.42
device_10,2026-04-22T06:36:55.275407,62.2
device_10,2026-04-22T06:35:55.275407,56.42
device_10,2026-04-22T06:34:55.275407,51.9
device_10,2026-04-22T06:33:55.275407,55.88
device_10,2026-04-22T06:32:55.275407,54.29
device_10,2026-04-22T06:31:55.275407,57.78
device_10,2026-04-22T06:30:55.275407,60.27
device_10,2026-04-22T06:29:55.275407,56.79
device_10,2026-04-22T06:28:55.275407,54.67
device_10,2026-04-22T06:27:55.275407,52.49
device_10,2026-04-22T06:26:55.275407,60.54
device_10,2026-04-22T06:25:55.275407,53.23
device_10,2026-04-22T06:24:55.275407,57.42
device_10,2026-04-22T06:23:55.275407,57.12
device_10,2026-04-22T06:22:55.275407,50.2
device_10,2026-04-22T06:21:55.275407,51.62
device_10,2026-04-22T06:20:55.275407,52.58
device_10,2026-04-22T06:19:55.275407,54.48
device_10,2026-04-22T06:18:55.275407,53.55
device_10,2026-04-22T06:17:55.275407,53.24
device_10,2026-04-22T06:16:55.275407,55.26
device_10,2026-04-22T06:15:55.275407,60.27
device_10,2026-04-22T06:14:55.275407,57.69
device_10,2026-04-22T06:13:55.275407,53.11
device_10,2026-04-22T06:12:55.275407,58.82
device_10,2026-04-22T06:11:55.275407,55.93
device_10,2026-04-22T06:10:55.275407,58.29
device_10,2026-04-22T06:09:55.275407,55.49
device_10,2026-04-22T06:08:55.275407,51.71
device_10,2026-04-22T06:07:55.275407,63.38
device_10,2026-04-22T06:06:55.275407,54.5
device_10,2026-04-22T06:05:55.275407,52.95
device_10,2026-04-22T06:04:55.275407,56.53
device_10,2026-04-22T06:03:55.275407,63.7
device_10,2026-04-22T06:02:55.275407,53.67
device_10,2026-04-22T06:01:55.275407,58.53
device_10,2026-04-22T06:00:55.275407,47.96
device_10,2026-04-22T05:59:55.275407,61.58
device_10,2026-04-22T05:58:55.275407,50.28
device_10,2026-04-22T05:57:55.275407,51.07
device_10,2026-04-22T05:56:55.275407,54.92
device_10,2026-04-22T05:55:55.275407,53.72
device_10,2026-04-22T05:54:55.275407,55.96
device_10,2026-04-22T05:53:55.275407,47.54
device_10,2026-04-22T05:52:55.275407,53.95
device_10,2026-04-22T05:51:55.275407,57.29
device_10,2026-04-22T05:50:55.275407,62.08
device_10,2026-04-22T05:49:55.275407,61.24
device_10,2026-04-22T05:48:55.275407,52.62
device_11,2026-04-22T06:37:55.275407,57.45
device_11,2026-04-22T06:36:55.275407,48.14
device_11,2026-04-22T06:35:55.275407,61.37
device_11,2026-04-22T06:34:55.275407,59.38
device_11,2026-04-22T06:33:55.275407,56.72
device_11,2026-04-22T06:32:55.275407,59.58
device_11,2026-04-22T06:31:55.275407,47.23
device_11,2026-04-22T06:30:55.275407,54.33
device_11,2026-04-22T06:29:55.275407,54.29
device_11,2026-04-22T06:28:55.275407,51.95
device_11,2026-04-22T06:27:55.275407,50.04
device_11,2026-04-22T06:26:55.275407,52.02
device_11,2026-04-22T06:25:55.275407,54.05
device_11,2026-04-22T06:24:55.275407,48.6
device_11,2026-04-22T06:23:55.275407,57.11
device_11,2026-04-22T06:22:55.275407,60.47
device_11,2026-04-22T06:21:55.275407,56.12
device_11,2026-04-22T06:20:55.275407,57.25
device_11,2026-04-22T06:19:55.275407,58.25
device_11,2026-04-22T06:18:55.275407,63.5
device_11,2026-04-22T06:17:55.275407,50.65
device_11,2026-04-22T06:16:55.275407,47.84
device_11,2026-04-22T06:15:55.275407,52.91
device_11,2026-04-22T06:14:55.275407,52.76
device_11,2026-04-22T06:13:55.275407,62.14
device_11,2026-04-22T06:12:55.275407,50.54
device_11,2026-04-22T06:11:55.275407,50.66
device_11,2026-04-22T06:10:55.275407,51.36
device_11,2026-04-22T06:09:55.275407,56.86
device_11,2026-04-22T06:08:55.275407,54.75
device_11,2026-04-22T06:07:55.275407,55.63
device_11,2026-04-22T06:06:55.275407,52.45
